 precomputing function requisites...
 loading state...
 
 Done reading fields
 Time spend reading:     0.090 sc
 initialising output files...
 /data/marcos/pipe10k/source/runs/re180dt.cf
 timestepping.....
  step=           0  dt=  9.9469237E-03
Step 8911  0.808645D+04  0.272079D+01  0.181306D+03
Step 8916  0.808650D+04  0.271493D+01  0.181306D+03
Step 8921  0.808655D+04  0.272029D+01  0.181305D+03
Step 8926  0.808659D+04  0.272070D+01  0.181305D+03
Step 8931  0.808664D+04  0.272119D+01  0.181305D+03
Step 8936  0.808668D+04  0.272524D+01  0.181305D+03
Step 8941  0.808673D+04  0.272498D+01  0.181304D+03
Step 8946  0.808677D+04  0.272357D+01  0.181303D+03
Step 8951  0.808682D+04  0.271752D+01  0.181303D+03
Step 8956  0.808687D+04  0.272498D+01  0.181302D+03
Step 8961  0.808691D+04  0.271496D+01  0.181301D+03
Step 8966  0.808696D+04  0.271990D+01  0.181301D+03
Step 8971  0.808700D+04  0.271713D+01  0.181300D+03
Step 8976  0.808705D+04  0.271878D+01  0.181299D+03
Step 8981  0.808710D+04  0.272645D+01  0.181298D+03
Step 8986  0.808714D+04  0.272417D+01  0.181297D+03
Step 8991  0.808719D+04  0.272361D+01  0.181296D+03
Step 8996  0.808723D+04  0.272417D+01  0.181295D+03
Step 9001  0.808728D+04  0.272078D+01  0.181295D+03
Step 9006  0.808732D+04  0.272200D+01  0.181294D+03
Step 9011  0.808737D+04  0.272302D+01  0.181293D+03
Step 9016  0.808742D+04  0.271311D+01  0.181292D+03
Step 9021  0.808746D+04  0.272446D+01  0.181292D+03
Step 9026  0.808751D+04  0.271814D+01  0.181291D+03
Step 9031  0.808755D+04  0.271348D+01  0.181291D+03
Step 9036  0.808760D+04  0.272748D+01  0.181290D+03
Step 9041  0.808765D+04  0.271859D+01  0.181289D+03
Step 9046  0.808770D+04  0.272583D+01  0.181289D+03
Step 9051  0.808775D+04  0.271940D+01  0.181289D+03
Step 9056  0.808780D+04  0.272191D+01  0.181288D+03
Step 9061  0.808785D+04  0.274578D+01  0.181288D+03
Step 9066  0.808790D+04  0.272687D+01  0.181288D+03
Step 9071  0.808795D+04  0.272619D+01  0.181287D+03
Step 9076  0.808800D+04  0.272086D+01  0.181287D+03
Step 9081  0.808805D+04  0.272319D+01  0.181287D+03
Step 9086  0.808810D+04  0.271402D+01  0.181287D+03
Step 9091  0.808816D+04  0.272789D+01  0.181286D+03
Step 9096  0.808821D+04  0.272221D+01  0.181286D+03
Step 9101  0.808825D+04  0.272083D+01  0.181286D+03
Step 9106  0.808830D+04  0.272432D+01  0.181286D+03
Step 9111  0.808835D+04  0.272364D+01  0.181285D+03
Step 9116  0.808840D+04  0.271968D+01  0.181285D+03
Step 9121  0.808845D+04  0.272092D+01  0.181284D+03
Step 9126  0.808849D+04  0.272364D+01  0.181284D+03
Step 9131  0.808854D+04  0.273152D+01  0.181283D+03
Step 9136  0.808859D+04  0.272324D+01  0.181283D+03
Step 9141  0.808864D+04  0.272457D+01  0.181282D+03
Step 9146  0.808868D+04  0.326317D+01  0.181282D+03
Step 9151  0.808873D+04  0.272354D+01  0.181281D+03
Step 9156  0.808878D+04  0.272628D+01  0.181280D+03
Step 9161  0.808882D+04  0.272137D+01  0.181279D+03
Step 9166  0.808887D+04  0.272394D+01  0.181279D+03
Step 9171  0.808891D+04  0.272297D+01  0.181278D+03
Step 9176  0.808896D+04  0.272292D+01  0.181277D+03
Step 9181  0.808900D+04  0.272432D+01  0.181276D+03
Step 9186  0.808905D+04  0.272031D+01  0.181275D+03
Step 9191  0.808909D+04  0.272865D+01  0.181275D+03
Step 9196  0.808914D+04  0.272661D+01  0.181274D+03
Step 9201  0.808919D+04  0.272293D+01  0.181273D+03
Step 9206  0.808923D+04  0.272705D+01  0.181272D+03
Step 9211  0.808928D+04  0.271899D+01  0.181272D+03
Step 9216  0.808932D+04  0.271406D+01  0.181271D+03
Step 9221  0.808937D+04  0.272230D+01  0.181271D+03
Step 9226  0.808941D+04  0.272760D+01  0.181270D+03
Step 9231  0.808946D+04  0.271686D+01  0.181270D+03
Step 9236  0.808950D+04  0.272441D+01  0.181270D+03
Step 9241  0.808955D+04  0.272565D+01  0.181269D+03
Step 9246  0.808959D+04  0.272663D+01  0.181269D+03
Step 9251  0.808964D+04  0.272504D+01  0.181269D+03
Step 9256  0.808969D+04  0.272499D+01  0.181269D+03
Step 9261  0.808973D+04  0.272472D+01  0.181269D+03
Step 9266  0.808978D+04  0.272367D+01  0.181270D+03
Step 9271  0.808982D+04  0.271866D+01  0.181270D+03
Step 9276  0.808987D+04  0.272483D+01  0.181270D+03
Step 9281  0.808991D+04  0.272809D+01  0.181271D+03
Step 9286  0.808996D+04  0.272453D+01  0.181271D+03
Step 9291  0.809000D+04  0.272674D+01  0.181272D+03
Step 9296  0.809005D+04  0.272783D+01  0.181273D+03
Step 9301  0.809010D+04  0.272567D+01  0.181274D+03
Step 9306  0.809014D+04  0.272185D+01  0.181275D+03
Step 9311  0.809019D+04  0.272521D+01  0.181276D+03
Step 9316  0.809023D+04  0.271582D+01  0.181277D+03
Step 9321  0.809028D+04  0.272253D+01  0.181279D+03
Step 9326  0.809032D+04  0.272473D+01  0.181280D+03
Step 9331  0.809037D+04  0.272308D+01  0.181281D+03
Step 9336  0.809041D+04  0.272953D+01  0.181283D+03
Step 9341  0.809046D+04  0.272734D+01  0.181284D+03
Step 9346  0.809050D+04  0.272396D+01  0.181285D+03
Step 9351  0.809055D+04  0.272414D+01  0.181287D+03
Step 9356  0.809060D+04  0.272544D+01  0.181288D+03
Step 9361  0.809064D+04  0.272993D+01  0.181290D+03
Step 9366  0.809069D+04  0.272104D+01  0.181291D+03
Step 9371  0.809073D+04  0.272033D+01  0.181293D+03
Step 9376  0.809077D+04  0.272302D+01  0.181294D+03
Step 9381  0.809082D+04  0.272877D+01  0.181295D+03
Step 9386  0.809086D+04  0.272655D+01  0.181297D+03
Step 9391  0.809090D+04  0.272074D+01  0.181298D+03
Step 9396  0.809095D+04  0.272780D+01  0.181300D+03
Step 9401  0.809099D+04  0.272719D+01  0.181301D+03
Step 9406  0.809103D+04  0.271663D+01  0.181303D+03
Step 9411  0.809108D+04  0.272651D+01  0.181304D+03
Step 9416  0.809112D+04  0.271917D+01  0.181306D+03
Step 9421  0.809116D+04  0.272563D+01  0.181308D+03
Step 9426  0.809121D+04  0.272687D+01  0.181310D+03
Step 9431  0.809125D+04  0.272141D+01  0.181312D+03
Step 9436  0.809129D+04  0.272872D+01  0.181314D+03
Step 9441  0.809134D+04  0.272612D+01  0.181316D+03
Step 9446  0.809138D+04  0.286458D+01  0.181318D+03
Step 9451  0.809142D+04  0.271958D+01  0.181320D+03
Step 9456  0.809146D+04  0.272446D+01  0.181322D+03
Step 9461  0.809151D+04  0.272480D+01  0.181325D+03
Step 9466  0.809155D+04  0.271780D+01  0.181327D+03
Step 9471  0.809159D+04  0.272227D+01  0.181329D+03
Step 9476  0.809164D+04  0.272293D+01  0.181332D+03
Step 9481  0.809168D+04  0.272278D+01  0.181334D+03
Step 9486  0.809172D+04  0.272724D+01  0.181336D+03
Step 9491  0.809176D+04  0.272188D+01  0.181339D+03
Step 9496  0.809180D+04  0.272461D+01  0.181341D+03
Step 9501  0.809184D+04  0.272722D+01  0.181343D+03
Step 9506  0.809188D+04  0.272765D+01  0.181345D+03
Step 9511  0.809192D+04  0.271893D+01  0.181348D+03
Step 9516  0.809196D+04  0.272555D+01  0.181350D+03
Step 9521  0.809201D+04  0.272738D+01  0.181352D+03
Step 9526  0.809205D+04  0.273204D+01  0.181354D+03
Step 9531  0.809209D+04  0.272654D+01  0.181357D+03
Step 9536  0.809213D+04  0.272642D+01  0.181359D+03
Step 9541  0.809217D+04  0.272469D+01  0.181361D+03
Step 9546  0.809221D+04  0.272638D+01  0.181363D+03
Step 9551  0.809225D+04  0.272024D+01  0.181365D+03
Step 9556  0.809229D+04  0.272704D+01  0.181367D+03
Step 9561  0.809233D+04  0.272828D+01  0.181368D+03
Step 9566  0.809237D+04  0.272037D+01  0.181370D+03
Step 9571  0.809242D+04  0.272143D+01  0.181372D+03
Step 9576  0.809246D+04  0.272403D+01  0.181373D+03
Step 9581  0.809250D+04  0.272174D+01  0.181375D+03
Step 9586  0.809254D+04  0.272331D+01  0.181376D+03
Step 9591  0.809258D+04  0.272413D+01  0.181377D+03
Step 9596  0.809262D+04  0.272350D+01  0.181378D+03
Step 9601  0.809266D+04  0.272261D+01  0.181380D+03
Step 9606  0.809270D+04  0.272794D+01  0.181380D+03
Step 9611  0.809274D+04  0.272263D+01  0.181381D+03
Step 9616  0.809278D+04  0.271807D+01  0.181382D+03
Step 9621  0.809283D+04  0.272884D+01  0.181383D+03
Step 9626  0.809287D+04  0.272219D+01  0.181383D+03
Step 9631  0.809291D+04  0.272389D+01  0.181384D+03
Step 9636  0.809295D+04  0.272501D+01  0.181384D+03
Step 9641  0.809299D+04  0.272483D+01  0.181384D+03
Step 9646  0.809303D+04  0.272509D+01  0.181385D+03
Step 9651  0.809307D+04  0.272571D+01  0.181385D+03
Step 9656  0.809311D+04  0.273399D+01  0.181385D+03
Step 9661  0.809316D+04  0.272799D+01  0.181384D+03
Step 9666  0.809320D+04  0.272840D+01  0.181384D+03
Step 9671  0.809325D+04  0.272699D+01  0.181384D+03
Step 9676  0.809329D+04  0.272223D+01  0.181383D+03
Step 9681  0.809334D+04  0.272583D+01  0.181383D+03
Step 9686  0.809338D+04  0.272640D+01  0.181382D+03
Step 9691  0.809343D+04  0.272495D+01  0.181381D+03
Step 9696  0.809347D+04  0.272410D+01  0.181380D+03
Step 9701  0.809352D+04  0.272397D+01  0.181379D+03
Step 9706  0.809356D+04  0.272597D+01  0.181378D+03
Step 9711  0.809361D+04  0.272053D+01  0.181377D+03
Step 9716  0.809365D+04  0.271815D+01  0.181375D+03
Step 9721  0.809370D+04  0.272243D+01  0.181374D+03
Step 9726  0.809374D+04  0.272270D+01  0.181372D+03
Step 9731  0.809379D+04  0.271751D+01  0.181371D+03
Step 9736  0.809383D+04  0.272245D+01  0.181369D+03
Step 9741  0.809388D+04  0.271863D+01  0.181367D+03
Step 9746  0.809392D+04  0.272098D+01  0.181365D+03
Step 9751  0.809397D+04  0.272490D+01  0.181363D+03
Step 9756  0.809401D+04  0.272162D+01  0.181361D+03
Step 9761  0.809406D+04  0.272183D+01  0.181358D+03
Step 9766  0.809411D+04  0.272506D+01  0.181355D+03
Step 9771  0.809416D+04  0.272455D+01  0.181352D+03
Step 9776  0.809421D+04  0.272147D+01  0.181348D+03
Step 9781  0.809426D+04  0.272784D+01  0.181344D+03
Step 9786  0.809431D+04  0.271876D+01  0.181340D+03
Step 9791  0.809436D+04  0.272389D+01  0.181336D+03
Step 9796  0.809441D+04  0.272408D+01  0.181331D+03
Step 9801  0.809446D+04  0.271327D+01  0.181326D+03
Step 9806  0.809451D+04  0.272188D+01  0.181320D+03
Step 9811  0.809456D+04  0.272572D+01  0.181315D+03
Step 9816  0.809461D+04  0.272516D+01  0.181308D+03
Step 9821  0.809466D+04  0.272038D+01  0.181302D+03
Step 9826  0.809471D+04  0.272251D+01  0.181294D+03
Step 9831  0.809476D+04  0.272785D+01  0.181287D+03
Step 9836  0.809481D+04  0.271893D+01  0.181279D+03
Step 9841  0.809486D+04  0.272356D+01  0.181270D+03
Step 9846  0.809491D+04  0.272723D+01  0.181261D+03
Step 9851  0.809496D+04  0.272816D+01  0.181252D+03
Step 9856  0.809502D+04  0.271425D+01  0.181242D+03
Step 9861  0.809507D+04  0.272674D+01  0.181232D+03
Step 9866  0.809512D+04  0.272718D+01  0.181222D+03
Step 9871  0.809517D+04  0.272042D+01  0.181211D+03
Step 9876  0.809522D+04  0.272777D+01  0.181199D+03
Step 9881  0.809527D+04  0.272506D+01  0.181187D+03
Step 9886  0.809532D+04  0.272129D+01  0.181175D+03
Step 9891  0.809537D+04  0.272421D+01  0.181162D+03
Step 9896  0.809542D+04  0.272333D+01  0.181149D+03
Step 9901  0.809547D+04  0.271754D+01  0.181136D+03
Step 9906  0.809552D+04  0.272609D+01  0.181122D+03
Step 9911  0.809557D+04  0.272657D+01  0.181108D+03
Step 9916  0.809562D+04  0.272157D+01  0.181094D+03
Step 9921  0.809567D+04  0.272603D+01  0.181079D+03
Step 9926  0.809572D+04  0.272206D+01  0.181064D+03
Step 9931  0.809577D+04  0.271539D+01  0.181049D+03
Step 9936  0.809581D+04  0.272106D+01  0.181035D+03
Step 9941  0.809586D+04  0.272726D+01  0.181020D+03
Step 9946  0.809591D+04  0.272114D+01  0.181005D+03
Step 9951  0.809596D+04  0.273712D+01  0.180990D+03
Step 9956  0.809600D+04  0.272401D+01  0.180974D+03
Step 9961  0.809605D+04  0.272405D+01  0.180959D+03
Step 9966  0.809610D+04  0.272505D+01  0.180944D+03
Step 9971  0.809614D+04  0.272007D+01  0.180930D+03
Step 9976  0.809619D+04  0.272356D+01  0.180915D+03
Step 9981  0.809623D+04  0.271791D+01  0.180901D+03
Step 9986  0.809628D+04  0.271857D+01  0.180886D+03
Step 9991  0.809632D+04  0.272615D+01  0.180872D+03
Step 9996  0.809636D+04  0.272812D+01  0.180858D+03
Step10001  0.809641D+04  0.272315D+01  0.180844D+03
Step10006  0.809645D+04  0.272294D+01  0.180831D+03
Step10011  0.809649D+04  0.272057D+01  0.180817D+03
Step10016  0.809653D+04  0.271607D+01  0.180804D+03
Step10021  0.809658D+04  0.272399D+01  0.180790D+03
Step10026  0.809662D+04  0.272557D+01  0.180777D+03
Step10031  0.809666D+04  0.272586D+01  0.180765D+03
Step10036  0.809670D+04  0.272875D+01  0.180753D+03
Step10041  0.809674D+04  0.271927D+01  0.180740D+03
Step10046  0.809678D+04  0.271608D+01  0.180728D+03
Step10051  0.809682D+04  0.272220D+01  0.180716D+03
Step10056  0.809686D+04  0.272635D+01  0.180705D+03
Step10061  0.809690D+04  0.272808D+01  0.180693D+03
Step10066  0.809694D+04  0.272674D+01  0.180681D+03
Step10071  0.809698D+04  0.272488D+01  0.180670D+03
Step10076  0.809702D+04  0.272299D+01  0.180659D+03
Step10081  0.809706D+04  0.272837D+01  0.180648D+03
Step10086  0.809710D+04  0.272618D+01  0.180637D+03
Step10091  0.809714D+04  0.272442D+01  0.180626D+03
Step10096  0.809719D+04  0.272262D+01  0.180616D+03
Step10101  0.809723D+04  0.272619D+01  0.180606D+03
Step10106  0.809727D+04  0.272500D+01  0.180596D+03
Step10111  0.809731D+04  0.272625D+01  0.180586D+03
Step10116  0.809735D+04  0.272377D+01  0.180576D+03
Step10121  0.809739D+04  0.272565D+01  0.180567D+03
Step10126  0.809743D+04  0.272215D+01  0.180557D+03
Step10131  0.809747D+04  0.272389D+01  0.180549D+03
Step10136  0.809751D+04  0.276178D+01  0.180540D+03
Step10141  0.809755D+04  0.272430D+01  0.180531D+03
Step10146  0.809759D+04  0.272179D+01  0.180523D+03
Step10151  0.809763D+04  0.272463D+01  0.180515D+03
Step10156  0.809767D+04  0.272311D+01  0.180508D+03
Step10161  0.809771D+04  0.272810D+01  0.180500D+03
Step10166  0.809775D+04  0.272690D+01  0.180493D+03
Step10171  0.809779D+04  0.272497D+01  0.180486D+03
Step10176  0.809783D+04  0.272571D+01  0.180480D+03
Step10181  0.809787D+04  0.272726D+01  0.180473D+03
Step10186  0.809791D+04  0.272196D+01  0.180467D+03
Step10191  0.809795D+04  0.272461D+01  0.180461D+03
Step10196  0.809799D+04  0.272915D+01  0.180456D+03
Step10201  0.809804D+04  0.271959D+01  0.180451D+03
Step10206  0.809808D+04  0.271925D+01  0.180446D+03
Step10211  0.809812D+04  0.272758D+01  0.180441D+03
Step10216  0.809816D+04  0.272611D+01  0.180436D+03
Step10221  0.809820D+04  0.273147D+01  0.180432D+03
Step10226  0.809824D+04  0.272291D+01  0.180428D+03
Step10231  0.809828D+04  0.272428D+01  0.180424D+03
Step10236  0.809832D+04  0.272314D+01  0.180421D+03
Step10241  0.809836D+04  0.272162D+01  0.180417D+03
Step10246  0.809841D+04  0.271989D+01  0.180414D+03
Step10251  0.809845D+04  0.272197D+01  0.180411D+03
Step10256  0.809850D+04  0.271581D+01  0.180408D+03
Step10261  0.809854D+04  0.272270D+01  0.180405D+03
Step10266  0.809859D+04  0.272572D+01  0.180402D+03
Step10271  0.809863D+04  0.272570D+01  0.180400D+03
Step10276  0.809867D+04  0.272065D+01  0.180397D+03
Step10281  0.809872D+04  0.272383D+01  0.180395D+03
Step10286  0.809876D+04  0.272475D+01  0.180393D+03
Step10291  0.809881D+04  0.271922D+01  0.180391D+03
Step10296  0.809885D+04  0.272492D+01  0.180389D+03
Step10301  0.809890D+04  0.272927D+01  0.180388D+03
Step10306  0.809894D+04  0.272810D+01  0.180386D+03
Step10311  0.809899D+04  0.272721D+01  0.180384D+03
Step10316  0.809903D+04  0.273227D+01  0.180382D+03
Step10321  0.809907D+04  0.272454D+01  0.180381D+03
Step10326  0.809912D+04  0.272401D+01  0.180379D+03
Step10331  0.809916D+04  0.272392D+01  0.180377D+03
Step10336  0.809921D+04  0.272143D+01  0.180376D+03
Step10341  0.809925D+04  0.272778D+01  0.180374D+03
Step10346  0.809930D+04  0.272959D+01  0.180372D+03
Step10351  0.809934D+04  0.272307D+01  0.180370D+03
Step10356  0.809939D+04  0.272421D+01  0.180368D+03
Step10361  0.809943D+04  0.273574D+01  0.180366D+03
Step10366  0.809948D+04  0.272358D+01  0.180364D+03
Step10371  0.809952D+04  0.272146D+01  0.180362D+03
Step10376  0.809956D+04  0.271647D+01  0.180360D+03
Step10381  0.809961D+04  0.272343D+01  0.180358D+03
Step10386  0.809965D+04  0.272855D+01  0.180355D+03
Step10391  0.809970D+04  0.272837D+01  0.180353D+03
Step10396  0.809974D+04  0.272430D+01  0.180350D+03
Step10401  0.809979D+04  0.272573D+01  0.180347D+03
Step10406  0.809983D+04  0.271923D+01  0.180344D+03
Step10411  0.809988D+04  0.273436D+01  0.180341D+03
Step10416  0.809992D+04  0.272037D+01  0.180338D+03
Step10421  0.809997D+04  0.272603D+01  0.180335D+03
Step10426  0.810001D+04  0.272702D+01  0.180331D+03
Step10431  0.810005D+04  0.272537D+01  0.180328D+03
Step10436  0.810010D+04  0.272236D+01  0.180324D+03
Step10441  0.810014D+04  0.272758D+01  0.180320D+03
Step10446  0.810019D+04  0.272854D+01  0.180316D+03
Step10451  0.810023D+04  0.272723D+01  0.180312D+03
Step10456  0.810028D+04  0.272662D+01  0.180307D+03
Step10461  0.810032D+04  0.272456D+01  0.180303D+03
Step10466  0.810037D+04  0.272346D+01  0.180298D+03
Step10471  0.810041D+04  0.272112D+01  0.180293D+03
Step10476  0.810046D+04  0.272843D+01  0.180288D+03
Step10481  0.810050D+04  0.272274D+01  0.180283D+03
Step10486  0.810054D+04  0.271873D+01  0.180278D+03
Step10491  0.810059D+04  0.272486D+01  0.180272D+03
Step10496  0.810063D+04  0.271926D+01  0.180267D+03
Step10501  0.810068D+04  0.272246D+01  0.180261D+03
Step10506  0.810072D+04  0.272774D+01  0.180256D+03
Step10511  0.810077D+04  0.272094D+01  0.180250D+03
Step10516  0.810081D+04  0.273010D+01  0.180244D+03
Step10521  0.810086D+04  0.272629D+01  0.180238D+03
Step10526  0.810090D+04  0.272560D+01  0.180232D+03
Step10531  0.810095D+04  0.272593D+01  0.180226D+03
Step10536  0.810099D+04  0.272602D+01  0.180220D+03
Step10541  0.810103D+04  0.272416D+01  0.180214D+03
Step10546  0.810108D+04  0.272292D+01  0.180208D+03
Step10551  0.810112D+04  0.271850D+01  0.180202D+03
Step10556  0.810117D+04  0.272127D+01  0.180196D+03
Step10561  0.810121D+04  0.281496D+01  0.180190D+03
Step10566  0.810126D+04  0.271845D+01  0.180184D+03
Step10571  0.810130D+04  0.272919D+01  0.180179D+03
Step10576  0.810135D+04  0.271854D+01  0.180173D+03
Step10581  0.810139D+04  0.271964D+01  0.180167D+03
Step10586  0.810144D+04  0.272536D+01  0.180161D+03
Step10591  0.810148D+04  0.272382D+01  0.180156D+03
Step10596  0.810152D+04  0.272165D+01  0.180150D+03
Step10601  0.810157D+04  0.272802D+01  0.180144D+03
Step10606  0.810161D+04  0.272241D+01  0.180139D+03
Step10611  0.810166D+04  0.272012D+01  0.180133D+03
Step10616  0.810170D+04  0.272501D+01  0.180128D+03
Step10621  0.810175D+04  0.273004D+01  0.180122D+03
Step10626  0.810179D+04  0.272957D+01  0.180117D+03
Step10631  0.810184D+04  0.272359D+01  0.180112D+03
Step10636  0.810188D+04  0.272345D+01  0.180106D+03
Step10641  0.810193D+04  0.273028D+01  0.180101D+03
Step10646  0.810197D+04  0.272937D+01  0.180095D+03
Step10651  0.810201D+04  0.272159D+01  0.180090D+03
Step10656  0.810206D+04  0.272262D+01  0.180084D+03
Step10661  0.810210D+04  0.272468D+01  0.180079D+03
Step10666  0.810215D+04  0.272335D+01  0.180073D+03
Step10671  0.810219D+04  0.271845D+01  0.180068D+03
Step10676  0.810224D+04  0.271276D+01  0.180062D+03
Step10681  0.810228D+04  0.271853D+01  0.180057D+03
Step10686  0.810233D+04  0.272310D+01  0.180051D+03
Step10691  0.810237D+04  0.272896D+01  0.180045D+03
Step10696  0.810242D+04  0.273481D+01  0.180039D+03
Step10701  0.810246D+04  0.271947D+01  0.180033D+03
Step10706  0.810250D+04  0.272899D+01  0.180027D+03
Step10711  0.810255D+04  0.272343D+01  0.180021D+03
Step10716  0.810259D+04  0.271965D+01  0.180015D+03
Step10721  0.810264D+04  0.272077D+01  0.180009D+03
Step10726  0.810268D+04  0.272461D+01  0.180003D+03
Step10731  0.810273D+04  0.272623D+01  0.179996D+03
Step10736  0.810277D+04  0.299723D+01  0.179990D+03
Step10741  0.810282D+04  0.272615D+01  0.179983D+03
Step10746  0.810286D+04  0.286133D+01  0.179977D+03
Step10751  0.810291D+04  0.271809D+01  0.179970D+03
Step10756  0.810295D+04  0.278606D+01  0.179963D+03
Step10761  0.810299D+04  0.272611D+01  0.179956D+03
Step10766  0.810304D+04  0.272238D+01  0.179949D+03
Step10771  0.810308D+04  0.272617D+01  0.179942D+03
Step10776  0.810313D+04  0.272569D+01  0.179935D+03
Step10781  0.810317D+04  0.272495D+01  0.179928D+03
Step10786  0.810322D+04  0.272457D+01  0.179921D+03
Step10791  0.810326D+04  0.272284D+01  0.179914D+03
Step10796  0.810331D+04  0.272008D+01  0.179907D+03
Step10801  0.810335D+04  0.272733D+01  0.179900D+03
Step10806  0.810340D+04  0.272998D+01  0.179893D+03
Step10811  0.810344D+04  0.272761D+01  0.179886D+03
Step10816  0.810348D+04  0.272582D+01  0.179879D+03
Step10821  0.810353D+04  0.272645D+01  0.179871D+03
Step10826  0.810358D+04  0.272132D+01  0.179863D+03
Step10831  0.810363D+04  0.271646D+01  0.179856D+03
Step10836  0.810368D+04  0.272566D+01  0.179848D+03
Step10841  0.810373D+04  0.296412D+01  0.179841D+03
Step10846  0.810378D+04  0.272163D+01  0.179833D+03
Step10851  0.810383D+04  0.272788D+01  0.179826D+03
Step10856  0.810388D+04  0.272692D+01  0.179819D+03
Step10861  0.810393D+04  0.271563D+01  0.179811D+03
Step10866  0.810398D+04  0.272765D+01  0.179804D+03
Step10871  0.810402D+04  0.325683D+01  0.179797D+03
Step10876  0.810407D+04  0.272326D+01  0.179790D+03
Step10881  0.810412D+04  0.272063D+01  0.179784D+03
Step10886  0.810416D+04  0.272153D+01  0.179777D+03
Step10891  0.810421D+04  0.272468D+01  0.179771D+03
Step10896  0.810426D+04  0.272417D+01  0.179764D+03
Step10901  0.810430D+04  0.272258D+01  0.179758D+03
Step10906  0.810435D+04  0.272738D+01  0.179751D+03
Step10911  0.810440D+04  0.272430D+01  0.179744D+03
Step10916  0.810444D+04  0.272296D+01  0.179738D+03
Step10921  0.810449D+04  0.271985D+01  0.179731D+03
Step10926  0.810454D+04  0.272412D+01  0.179724D+03
Step10931  0.810458D+04  0.284451D+01  0.179717D+03
Step10936  0.810463D+04  0.272557D+01  0.179711D+03
Step10941  0.810468D+04  0.272378D+01  0.179704D+03
Step10946  0.810472D+04  0.271994D+01  0.179696D+03
Step10951  0.810477D+04  0.272542D+01  0.179689D+03
Step10956  0.810482D+04  0.272587D+01  0.179682D+03
Step10961  0.810486D+04  0.271421D+01  0.179674D+03
Step10966  0.810491D+04  0.272408D+01  0.179667D+03
Step10971  0.810496D+04  0.272448D+01  0.179659D+03
Step10976  0.810500D+04  0.272637D+01  0.179651D+03
Step10981  0.810505D+04  0.272668D+01  0.179643D+03
Step10986  0.810510D+04  0.272407D+01  0.179635D+03
Step10991  0.810514D+04  0.272433D+01  0.179627D+03
Step10996  0.810519D+04  0.271443D+01  0.179618D+03
Step11001  0.810524D+04  0.272339D+01  0.179610D+03
Step11006  0.810528D+04  0.272043D+01  0.179601D+03
Step11011  0.810533D+04  0.272267D+01  0.179592D+03
Step11016  0.810538D+04  0.272139D+01  0.179583D+03
Step11021  0.810542D+04  0.272063D+01  0.179574D+03
Step11026  0.810547D+04  0.272272D+01  0.179565D+03
Step11031  0.810552D+04  0.272197D+01  0.179556D+03
Step11036  0.810556D+04  0.272070D+01  0.179546D+03
Step11041  0.810561D+04  0.272725D+01  0.179537D+03
Step11046  0.810566D+04  0.271960D+01  0.179527D+03
Step11051  0.810570D+04  0.272731D+01  0.179518D+03
Step11056  0.810575D+04  0.272286D+01  0.179508D+03
Step11061  0.810580D+04  0.271576D+01  0.179498D+03
Step11066  0.810584D+04  0.272157D+01  0.179488D+03
Step11071  0.810589D+04  0.271426D+01  0.179478D+03
Step11076  0.810594D+04  0.272410D+01  0.179468D+03
Step11081  0.810598D+04  0.272429D+01  0.179458D+03
Step11086  0.810603D+04  0.272182D+01  0.179449D+03
Step11091  0.810608D+04  0.272516D+01  0.179439D+03
Step11096  0.810612D+04  0.272125D+01  0.179429D+03
Step11101  0.810617D+04  0.272014D+01  0.179419D+03
Step11106  0.810621D+04  0.272716D+01  0.179409D+03
Step11111  0.810626D+04  0.271803D+01  0.179399D+03
Step11116  0.810631D+04  0.272910D+01  0.179389D+03
Step11121  0.810635D+04  0.272407D+01  0.179379D+03
Step11126  0.810640D+04  0.271991D+01  0.179369D+03
Step11131  0.810645D+04  0.272382D+01  0.179360D+03
Step11136  0.810649D+04  0.272537D+01  0.179350D+03
Step11141  0.810654D+04  0.272590D+01  0.179341D+03
Step11146  0.810659D+04  0.272296D+01  0.179332D+03
Step11151  0.810663D+04  0.272281D+01  0.179322D+03
Step11156  0.810668D+04  0.272328D+01  0.179313D+03
Step11161  0.810673D+04  0.272776D+01  0.179304D+03
Step11166  0.810677D+04  0.272394D+01  0.179296D+03
Step11171  0.810682D+04  0.272435D+01  0.179287D+03
Step11176  0.810687D+04  0.271747D+01  0.179278D+03
Step11181  0.810691D+04  0.271928D+01  0.179270D+03
Step11186  0.810696D+04  0.272067D+01  0.179262D+03
Step11191  0.810701D+04  0.272138D+01  0.179254D+03
Step11196  0.810705D+04  0.272563D+01  0.179246D+03
Step11201  0.810710D+04  0.272396D+01  0.179238D+03
Step11206  0.810715D+04  0.273122D+01  0.179230D+03
Step11211  0.810719D+04  0.272207D+01  0.179223D+03
Step11216  0.810724D+04  0.272179D+01  0.179215D+03
Step11221  0.810729D+04  0.272355D+01  0.179207D+03
Step11226  0.810734D+04  0.271677D+01  0.179199D+03
Step11231  0.810739D+04  0.272338D+01  0.179192D+03
Step11236  0.810744D+04  0.272705D+01  0.179184D+03
Step11241  0.810750D+04  0.272584D+01  0.179177D+03
Step11246  0.810755D+04  0.272180D+01  0.179169D+03
Step11251  0.810760D+04  0.272949D+01  0.179162D+03
Step11256  0.810765D+04  0.272279D+01  0.179155D+03
Step11261  0.810770D+04  0.273167D+01  0.179149D+03
